timestamp,turbidity_NTU,temperature_C,pH,DO_mg_L,TDS_ppm,ammonia_ppm,water_quality,replace_action
2025-10-07 21:10:00,0.96,25.63,6.97,6.21,156.0,0.079,clean,0
2025-10-07 21:20:00,2.75,25.66,7.36,6.26,214.2,0.125,clean,0
2025-10-07 21:30:00,2.32,25.93,7.13,6.85,161.5,0.055,clean,0
2025-10-07 21:40:00,2.0,25.6,7.19,6.24,164.5,0.029,clean,0
2025-10-07 21:50:00,2.72,25.85,7.4,6.46,173.4,0.103,clean,0
2025-10-07 22:00:00,4.8,25.05,7.01,7.58,199.3,0.143,clean,0
2025-10-07 22:10:00,3.64,26.11,6.99,5.79,180.2,0.015,clean,0
2025-10-07 22:20:00,2.43,26.0,7.11,5.57,161.5,0.141,clean,0
2025-10-07 22:30:00,3.57,25.59,7.36,6.89,198.8,0.141,clean,0
2025-10-07 22:40:00,4.4,26.33,6.97,6.16,191.0,0.148,clean,0
2025-10-07 22:50:00,3.92,26.47,6.78,6.34,188.1,0.161,clean,0
2025-10-07 23:00:00,3.06,25.2,7.13,6.11,190.7,0.21,clean,0
2025-10-07 23:10:00,2.35,25.62,7.28,6.37,215.9,0.082,clean,0
2025-10-07 23:20:00,3.7,25.62,7.38,7.3,212.8,0.105,clean,0
2025-10-07 23:30:00,3.39,25.53,7.13,6.9,169.7,0.079,clean,0
2025-10-07 23:40:00,3.9,26.41,7.14,6.93,204.4,0.1,clean,0
2025-10-07 23:50:00,3.64,25.9,7.37,5.79,185.7,0.177,clean,0
